timestamp,RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_Protocol,UL_NumberOfPackets,DL_Protocol,DL_NumberOfPackets
2035-11-28 00:00:00.000,-107.0,0.0,7.0,0.0933355999999999,16.0,21.36,19.085,447466.0,6579.0,287.41,64.14,1.5,60.5094,1.4152,TCP,65.0,TCP,942.0
2035-11-28 00:00:00.100,-107.0,0.0,7.0,0.0884881999999999,16.0,21.69,19.24,432870.0,6121.0,295.73,63.08,1.35,59.5094,1.2736,TCP,56.0,None,0.0
2035-11-28 00:00:00.200,-107.0,0.0,7.0,0.081978,16.0,19.33,18.43,448763.0,5875.0,272.34,66.26,1.73,62.5094,1.6321,TCP,76.0,TCP,576.0
2035-11-28 00:00:00.300,-107.0,0.0,7.0,0.0836945,16.0,14.67,19.3,432870.0,4800.0,221.73,64.14,1.67,60.5094,1.5754,TCP,85.0,TCP,0.0
2035-11-28 00:00:00.400,-107.0,0.0,7.0,0.079328,16.0,19.19,17.605,440168.0,5738.0,285.08,65.47,1.44,61.7641,1.3585,TCP,74.0,TCP,128.0
2035-11-28 00:00:00.500,-107.0,0.0,7.0,0.08913,16.0,19.51,19.07,440168.0,6332.0,281.97,64.41,1.36,60.7641,1.2831,TCP,62.0,TCP,930.0
2035-11-28 00:00:00.600,-107.0,0.0,7.0,0.0946836,16.0,18.44,19.455,434167.0,5694.0,272.68,64.41,1.66,60.7641,1.5661,TCP,70.0,TCP,296.0
2035-11-28 00:00:00.700,-107.0,0.0,7.0,0.0939921,16.0,20.76,17.675,437447.0,6151.0,328.87,65.2,1.38,61.5094,1.3019,TCP,69.0,TCP,311.0
2035-11-28 00:00:00.800,-107.0,0.0,7.0,0.0987428,16.0,12.65,17.58,440168.0,5603.0,248.75,63.35,1.17,59.7641,1.1037,TCP,87.0,TCP,189.0
2035-11-28 00:00:00.900,-107.0,0.0,7.0,0.0944744,16.0,18.19,19.17,437816.0,5828.0,252.3,66.26,1.32,62.5094,1.2454,TCP,62.0,TCP,283.0
2035-11-28 00:00:01.000,-107.0,0.0,7.0,0.0920674999999999,16.0,17.67,20.33,447466.0,7125.0,345.1,66.26,2.07,62.5094,1.9527,TCP,63.0,TCP,0.0
2035-11-28 00:00:01.100,-107.0,0.0,7.0,0.0909119999999999,16.0,14.33,17.82,440168.0,6200.0,298.24,64.41,1.19,60.7641,1.1228,TCP,45.0,TCP,0.0
2035-11-28 00:00:01.200,-107.0,0.0,7.0,0.0833926,16.0,20.03,18.24,440168.0,5780.0,273.17,63.35,2.12,59.7641,2.0,TCP,54.0,TCP,932.0
2035-11-28 00:00:01.300,-107.0,0.0,7.0,0.082466,16.0,15.53,18.345,441465.0,4662.0,211.75,66.26,1.83,62.5094,1.7265,TCP,45.0,TCP,0.0
2035-11-28 00:00:01.400,-107.0,0.0,7.0,0.083575,16.0,18.61,19.235,443817.0,6156.0,283.26,64.14,2.44,60.5094,2.302,TCP,38.0,None,603.0
2035-11-28 00:00:01.500,-107.0,0.0,7.0,0.0809796,16.0,15.45,18.105,430149.0,5823.0,290.71,62.29,0.88,58.7641,0.8301999999999999,TCP,44.0,None,0.0
2035-11-28 00:00:01.600,-107.0,0.0,7.0,0.0788262,16.0,15.38,19.1,440088.0,4432.0,206.13,63.35,0.68,59.7641,0.6416,TCP,59.0,None,1.0
2035-11-28 00:00:01.700,-107.0,0.0,7.0,0.0766804,16.0,16.51,18.445,441545.0,6412.0,307.51,67.32,2.45,63.5094,2.3113,TCP,77.0,TCP,0.0
2035-11-28 00:00:01.800,-107.0,0.0,7.0,0.079328,16.0,11.88,18.485,440168.0,5535.0,288.31,63.35,1.32,59.7641,1.2453,TCP,76.0,TCP,0.0
2035-11-28 00:00:01.900,-107.0,0.0,7.0,0.0901754999999999,16.0,16.9,19.385,440168.0,5589.0,238.36,63.35,1.53,59.7641,1.4434,TCP,33.0,TCP,661.0
2035-11-28 00:00:02.000,-107.0,0.0,7.0,0.0964991,16.0,25.95,18.415,437816.0,7439.0,365.65,64.41,1.26,60.7641,1.1887,TCP,50.0,TCP,0.0
2035-11-28 00:00:02.100,-107.0,0.0,7.0,0.0925423,16.0,20.71,18.215,447466.0,5671.0,268.28,64.41,0.94,60.7641,0.8867,TCP,47.0,TCP,117.0
2035-11-28 00:00:02.200,-107.0,0.0,7.0,0.0864931999999999,16.0,19.5,18.21,429221.0,5980.0,274.7,62.02,1.78,58.5094,1.6793,TCP,42.0,TCP,905.0
2035-11-28 00:00:02.300,-107.0,0.0,7.0,0.0840749,16.0,16.71,19.05,443817.0,4622.0,204.46,65.2,1.69,61.5094,1.5944,TCP,42.0,TCP,4.0
2035-11-28 00:00:02.400,-107.0,0.0,7.0,0.0811344,16.0,14.92,19.255,441465.0,4743.0,206.47,65.2,1.74,61.5094,1.6416,TCP,41.0,TCP,331.0
2035-11-28 00:00:02.500,-107.0,0.0,7.0,0.0782324,16.0,17.27,18.27,441096.0,4749.0,216.3,64.14,1.45,60.5094,1.368,TCP,51.0,None,568.0
2035-11-28 00:00:02.600,-107.0,0.0,7.0,0.0805182,16.0,17.5,18.09,436519.0,5170.0,260.12,61.23,1.84,57.7641,1.736,TCP,48.0,None,218.0
2035-11-28 00:00:02.700,-107.0,0.0,7.0,0.0774999,16.0,19.89,18.095,448763.0,5661.0,262.38,66.53,2.34,62.7641,2.2076,TCP,47.0,TCP,393.0
2035-11-28 00:00:02.800,-107.0,0.0,7.0,0.073933,16.0,21.59,18.84,436519.0,5933.0,278.48,64.14,1.64,60.5094,1.5472,TCP,73.0,TCP,309.0
2035-11-28 00:00:02.900,-107.0,0.0,7.0,0.0690232,16.0,18.82,18.23,440168.0,8211.0,379.01,63.35,3.54,59.7641,3.3397,TCP,88.0,TCP,212.0
2035-11-28 00:00:03.000,-107.0,0.0,7.0,0.065341,16.0,12.36,18.29,440168.0,5736.0,261.11,63.35,1.08,59.7641,1.019,TCP,79.0,TCP,223.0
2035-11-28 00:00:03.100,-107.0,0.0,7.0,0.0602572,16.0,13.74,18.11,441465.0,5754.0,269.77,65.2,2.14,61.5094,2.0189,TCP,79.0,TCP,190.0
2035-11-28 00:00:03.200,-107.0,0.0,7.0,0.0544035,16.0,36.22,18.295,440168.0,11646.0,528.68,63.35,3.53,59.7641,3.3302,TCP,94.0,TCP,21.0
2035-11-28 00:00:03.300,-107.0,0.0,7.0,0.0485923999999999,16.76,13.79,18.195,432870.0,7923.0,353.02,61.23,2.35,57.7641,2.2171000000000003,TCP,79.0,TCP,0.0
2035-11-28 00:00:03.400,-107.0,0.0,7.0,0.0477434,17.78,15.53,18.225,437367.0,7351.0,425.83,66.26,1.48,62.5094,1.3963,TCP,74.0,TCP,0.0
