timestamp,RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_Protocol,UL_NumberOfPackets,DL_Protocol,DL_NumberOfPackets
2032-02-18 00:00:00.000,-112.0,0.0,7.0,0.1332347,15.0,13.4,18.83,137993.0,3318.0,233.09,22.38,0.12,21.1133,0.1132,TCP,51.0,TCP,266.0
2032-02-18 00:00:00.100,-109.1,0.0,7.0,0.1307248,15.0,28.23,18.455,270188.0,5839.0,310.65,37.67,1.12,35.5377,1.0567,TCP,8.0,TCP,75.0
2032-02-18 00:00:00.200,-107.8,0.00494,7.0,0.1181199999999999,15.0,20.07,18.47,362420.0,7612.0,455.83,54.28,2.0,51.2075,1.8869,TCP,2.0,TCP,10.0
2032-02-18 00:00:00.300,-108.0,0.004455,7.0,0.1067824,15.0,14.14,17.795,51748.0,2707.0,203.64,8.32,1.21,7.849,1.1416,TCP,3.0,TCP,18.0
2032-02-18 00:00:00.400,-108.44,0.0040308,7.0,0.1057555999999999,15.0,6.13,18.395,8613.0,391.0,30.97,1.44,0.0,1.3585999999999998,0.0,TCP,1.0,TCP,66.0
2032-02-18 00:00:00.500,-109.0,0.0036359999999999,7.0,0.1034603,15.0,5.08,19.14,19415.0,274.0,39.82,3.23,0.27,3.0472,0.2547999999999999,TCP,16.0,TCP,58.0
2032-02-18 00:00:00.600,-111.83870967741936,0.0032652,7.0,0.1044227,15.0,5.0,18.64,6067.0,122.0,38.8,0.7,0.05,0.6603999999999999,0.0472,TCP,17.0,TCP,38.0
2032-02-18 00:00:00.700,-112.0,0.0030319999999999,7.0,0.1357459999999999,15.0,8.04,18.135,63669.0,1706.0,123.53,12.56,0.99,11.8491,0.934,TCP,13.0,TCP,62.0
2032-02-18 00:00:00.800,-112.0,0.002719,7.0,0.1360264,15.0,20.8,19.3,86382.0,1631.0,151.79,15.22,0.29,14.3585,0.2736,TCP,10.0,TCP,65.0
2032-02-18 00:00:00.900,-112.0,0.002438,7.0,0.1335956999999999,15.0,10.73,17.705,83134.0,1581.0,152.91,11.57,0.25,10.9152,0.2359,TCP,15.0,TCP,54.0
2032-02-18 00:00:01.000,-112.0,0.0021943999999999,7.0,0.1315299999999999,15.0,9.1,19.895,63080.0,1560.0,105.81,8.97,0.62,8.4624,0.585,TCP,29.0,TCP,76.0
2032-02-18 00:00:01.100,-112.0,0.0019715999999999,7.0,0.1233769999999999,15.0,15.16,18.355,77352.0,2237.0,136.82,12.25,1.29,11.5566,1.217,TCP,11.0,TCP,54.0
2032-02-18 00:00:01.200,-112.0,0.0017864999999999,7.0,0.1108024,15.0,21.34,18.705,111791.0,3755.0,226.42,17.5,1.84,16.5095,1.7358999999999998,TCP,22.0,TCP,43.0
2032-02-18 00:00:01.300,-112.0,0.0016655999999999,7.0,0.104197,15.0,32.82,16.145,83963.0,1842.0,164.71,14.97,0.83,14.1227,0.7831,TCP,35.0,TCP,59.0
2032-02-18 00:00:01.400,-112.0,0.0014892,7.0,0.0932048,15.0,10.72,17.11,112274.0,1341.0,111.14,17.72,0.46,16.717100000000002,0.434,TCP,2.0,TCP,58.0
2032-02-18 00:00:01.500,-112.0,0.0013341,7.0,0.0836246999999999,15.0,17.67,20.35,164432.0,4528.0,304.55,26.19,1.33,24.7075,1.2548,TCP,14.0,TCP,40.0
2032-02-18 00:00:01.600,-112.0,0.0012106,7.0,0.07767,15.0,5.0,20.29,6918.0,92.0,58.26,1.43,0.05,1.3491,0.0472,TCP,2.0,None,41.0
2032-02-18 00:00:01.700,-112.0,0.0010783,7.0,0.0897777,15.0,17.16,20.875,36184.0,7642.0,442.11,5.51,1.39,5.198099999999999,1.3114,TCP,4.0,TCP,2.0
2032-02-18 00:00:01.800,-112.0,0.000979,7.0,0.0839665999999999,15.0,9.35,22.35,354.0,3409.0,252.94,0.05,0.06,0.0472,0.0566,TCP,37.0,TCP,12.0
2032-02-18 00:00:01.900,-112.0,0.0008809999999999,7.0,0.0762177999999999,15.0,5.75,19.175,16983.0,692.0,84.94,3.37,0.15,3.1792,0.1416,TCP,73.0,TCP,99.0
2032-02-18 00:00:02.000,-112.0,0.0007975999999999,7.0,0.068452,15.0,23.69,18.385,166512.0,5354.0,327.5,27.51,0.6,25.952800000000003,0.5661,TCP,11.0,TCP,254.0
2032-02-18 00:00:02.100,-112.0,0.0007162,7.0,0.0614789999999999,15.0,30.94,18.205,298082.0,7313.0,455.03,45.23,2.8,42.6698,2.6417,TCP,19.0,TCP,181.0
2032-02-18 00:00:02.200,-112.0,0.000656,7.0,0.059233,15.0,5.9,19.89,62350.0,770.0,50.16,11.26,0.33,10.6226,0.3114,TCP,9.0,TCP,21.0
