timestamp,RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_Protocol,UL_NumberOfPackets,DL_Protocol,DL_NumberOfPackets
2030-06-05 00:00:00.000,-112.0,0.0,7.0,0.0,9.0,5.0,21.175,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,None,0.0,None,280.0
2030-06-05 00:00:00.100,-112.0,0.0,7.0,0.0,9.0,5.0,20.33,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,None,0.0,None,1.0
2030-06-05 00:00:00.200,-112.0,0.0,7.0,0.0,9.0,5.0,14.9,0.0,193.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
2030-06-05 00:00:00.300,-112.0,0.0,7.0,0.0,9.0,5.0,18.45,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,None,0.0,None,0.0
2030-06-05 00:00:00.400,-112.0,0.0,7.0,0.0,9.0,5.0,21.71,0.0,209.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
2030-06-05 00:00:00.500,-112.0,0.0,7.0,0.0,9.0,5.0,21.64,177.0,209.0,0.0,0.0,0.05,0.0,0.0472,None,0.0,None,0.0
2030-06-05 00:00:00.600,-112.0,0.0,7.0,0.0,9.0,5.0,16.32,0.0,193.0,0.0,0.0,0.05,0.0,0.0472,None,0.0,None,0.0
2030-06-05 00:00:00.700,-112.0,0.0,7.0,0.0,9.0,5.0,21.34,177.0,255.0,0.0,0.05,0.0,0.0472,0.0,None,0.0,None,0.0
2030-06-05 00:00:00.800,-112.0,0.0,7.0,0.0,9.0,5.0,22.54,0.0,209.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
2030-06-05 00:00:00.900,-112.0,0.0,7.0,0.0,9.0,5.0,21.99,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,None,0.0,None,0.0
2030-06-05 00:00:01.000,-112.0,0.0,7.0,0.0,9.0,5.0,22.5,0.0,209.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
2030-06-05 00:00:01.100,-112.0,0.0,7.0,0.0,9.0,5.0,22.76,0.0,209.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
2030-06-05 00:00:01.200,-112.0,0.0,7.0,0.0,9.0,5.0,23.27,0.0,209.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
2030-06-05 00:00:01.300,-112.0,0.0,7.0,0.0,9.0,5.0,22.125,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,None,0.0,None,0.0
2030-06-05 00:00:01.400,-112.0,0.0,7.0,0.0,9.0,5.0,21.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
2030-06-05 00:00:01.500,-112.0,0.0,7.0,0.0,9.0,5.0,20.42,177.0,209.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0
